sweep	scenario	trait	delta	seed	steps	conversions	syncretisms	retention_rate	conv_to_salvation	conv_to_practical	conv_to_other	early_conversions	early_convert_retention
practical_need	famine	practical_benefit_need	+0.00	9	50	1117	232	0.830	390	684	43	615	0.997
practical_need	famine	practical_benefit_need	+0.00	10	50	1057	219	0.840	375	638	44	572	0.988
practical_need	famine	practical_benefit_need	+0.10	1	50	1304	284	0.803	393	900	11	758	0.996
practical_need	famine	practical_benefit_need	+0.10	2	50	1371	282	0.793	405	948	18	794	0.996
practical_need	famine	practical_benefit_need	+0.10	3	50	1373	299	0.791	395	964	14	824	0.994
practical_need	famine	practical_benefit_need	+0.10	4	50	1259	284	0.808	395	850	14	738	0.993
practical_need	famine	practical_benefit_need	+0.10	5	50	1321	287	0.798	369	945	7	804	0.995
practical_need	famine	practical_benefit_need	+0.10	6	50	1301	281	0.802	364	919	18	787	0.990
practical_need	famine	practical_benefit_need	+0.10	7	50	1420	307	0.786	385	1027	8	866	0.992
practical_need	famine	practical_benefit_need	+0.10	8	50	1317	296	0.801	366	934	17	791	0.991
practical_need	famine	practical_benefit_need	+0.10	9	50	1375	292	0.792	406	953	16	804	0.989
practical_need	famine	practical_benefit_need	+0.10	10	50	1275	278	0.807	365	900	10	761	0.996
practical_need	famine	practical_benefit_need	+0.20	1	50	1964	357	0.714	370	1588	6	1248	0.985
practical_need	famine	practical_benefit_need	+0.20	2	50	2115	426	0.690	350	1758	7	1325	0.985
practical_need	famine	practical_benefit_need	+0.20	3	50	2069	360	0.700	372	1691	6	1311	0.983
practical_need	famine	practical_benefit_need	+0.20	4	50	1968	385	0.713	377	1588	3	1235	0.988
practical_need	famine	practical_benefit_need	+0.20	5	50	1973	410	0.714	354	1618	1	1251	0.984
practical_need	famine	practical_benefit_need	+0.20	6	50	1979	401	0.713	371	1604	4	1226	0.985
practical_need	famine	practical_benefit_need	+0.20	7	50	2309	405	0.663	347	1961	1	1467	0.983
practical_need	famine	practical_benefit_need	+0.20	8	50	2088	392	0.697	361	1719	8	1318	0.989
practical_need	famine	practical_benefit_need	+0.20	9	50	2105	400	0.698	416	1687	2	1297	0.983
practical_need	famine	practical_benefit_need	+0.20	10	50	1856	364	0.734	346	1507	3	1211	0.979
