sweep	scenario	trait	delta	seed	steps	conversions	syncretisms	retention_rate	conv_to_salvation	conv_to_practical	conv_to_other	early_conversions	early_convert_retention
tolerance	famine	tolerance	-0.20	2	50	1001	0	0.845	361	620	20	599	0.997
tolerance	famine	tolerance	-0.20	3	50	983	0	0.848	364	603	16	586	0.995
tolerance	famine	tolerance	-0.20	4	50	953	0	0.854	363	573	17	547	0.995
tolerance	famine	tolerance	-0.20	5	50	985	0	0.847	335	633	17	612	0.997
tolerance	famine	tolerance	-0.20	6	50	975	0	0.850	332	621	22	588	0.993
tolerance	famine	tolerance	-0.20	7	50	1047	0	0.838	348	686	13	662	0.998
tolerance	famine	tolerance	-0.20	8	50	983	0	0.849	330	627	26	606	0.995
tolerance	famine	tolerance	-0.20	9	50	1026	0	0.842	351	648	27	621	0.990
tolerance	famine	tolerance	-0.20	10	50	971	0	0.850	343	602	26	572	0.995
tolerance	famine	tolerance	-0.10	1	50	972	50	0.850	369	582	21	556	0.993
tolerance	famine	tolerance	-0.10	2	50	1012	50	0.846	380	609	23	590	0.988
tolerance	famine	tolerance	-0.10	3	50	1004	40	0.846	381	603	20	586	0.993
tolerance	famine	tolerance	-0.10	4	50	967	47	0.852	372	570	25	547	0.995
tolerance	famine	tolerance	-0.10	5	50	988	44	0.848	345	620	23	599	0.997
tolerance	famine	tolerance	-0.10	6	50	963	36	0.852	333	603	27	581	0.993
tolerance	famine	tolerance	-0.10	7	50	1060	50	0.837	362	678	20	655	0.995
tolerance	famine	tolerance	-0.10	8	50	1002	47	0.847	347	629	26	613	0.993
tolerance	famine	tolerance	-0.10	9	50	1041	48	0.841	367	645	29	619	0.989
tolerance	famine	tolerance	-0.10	10	50	979	37	0.850	354	595	30	568	0.986
tolerance	famine	tolerance	+0.00	1	50	1050	239	0.840	398	618	34	553	0.991
tolerance	famine	tolerance	+0.00	2	50	1089	236	0.836	401	647	41	582	0.979
tolerance	famine	tolerance	+0.00	3	50	1066	227	0.838	398	632	36	581	0.991
tolerance	famine	tolerance	+0.00	4	50	1017	234	0.845	393	586	38	522	0.994
tolerance	famine	tolerance	+0.00	5	50	1047	227	0.840	363	655	29	589	0.993
tolerance	famine	tolerance	+0.00	6	50	1069	214	0.838	363	666	40	591	0.990
tolerance	famine	tolerance	+0.00	7	50	1134	256	0.827	379	719	36	646	0.994
tolerance	famine	tolerance	+0.00	8	50	1089	245	0.836	370	674	45	607	0.987
tolerance	famine	tolerance	+0.00	9	50	1117	232	0.830	390	684	43	615	0.997
tolerance	famine	tolerance	+0.00	10	50	1057	219	0.840	375	638	44	572	0.988
tolerance	famine	tolerance	+0.10	1	50	1354	878	0.794	397	885	72	569	0.981
tolerance	famine	tolerance	+0.10	2	50	1385	853	0.792	418	891	76	574	0.993
tolerance	famine	tolerance	+0.10	3	50	1408	885	0.785	408	938	62	580	0.991
tolerance	famine	tolerance	+0.10	4	50	1363	834	0.793	417	879	67	567	0.988
tolerance	famine	tolerance	+0.10	5	50	1388	837	0.788	376	951	61	605	0.985
tolerance	famine	tolerance	+0.10	6	50	1347	794	0.795	370	915	62	584	0.993
tolerance	famine	tolerance	+0.10	7	50	1513	845	0.770	401	1052	60	673	0.990
tolerance	famine	tolerance	+0.10	8	50	1402	851	0.789	377	943	82	599	0.993
tolerance	famine	tolerance	+0.10	9	50	1439	804	0.782	413	957	69	626	0.978
tolerance	famine	tolerance	+0.10	10	50	1372	810	0.793	388	909	75	579	0.979
tolerance	famine	tolerance	+0.20	1	50	1753	1507	0.731	397	1231	125	581	0.985
tolerance	famine	tolerance	+0.20	2	50	1760	1421	0.733	414	1249	97	584	0.991
tolerance	famine	tolerance	+0.20	3	50	1923	1447	0.705	413	1442	68	611	0.989
tolerance	famine	tolerance	+0.20	4	50	1678	1401	0.743	421	1167	90	554	0.993
tolerance	famine	tolerance	+0.20	5	50	1790	1366	0.725	367	1343	80	616	0.992
tolerance	famine	tolerance	+0.20	6	50	1801	1364	0.724	387	1325	89	597	0.993
tolerance	famine	tolerance	+0.20	7	50	1974	1416	0.698	393	1518	63	679	0.990
tolerance	famine	tolerance	+0.20	8	50	1905	1411	0.710	373	1431	101	623	0.994
tolerance	famine	tolerance	+0.20	9	50	1873	1329	0.713	406	1397	70	642	0.988
tolerance	famine	tolerance	+0.20	10	50	1805	1350	0.725	383	1332	90	590	0.988
