sweep	scenario	trait	delta	seed	steps	conversions	syncretisms	retention_rate	conv_to_salvation	conv_to_practical	conv_to_other	early_conversions	early_convert_retention
scenario_seeds	baseline	none	+0.00	39	50	6	4	0.900	3	3	0	2	1.000
scenario_seeds	baseline	none	+0.00	40	50	2	2	0.967	1	1	0	0	
scenario_seeds	baseline	none	+0.00	41	50	4	1	0.933	2	2	0	2	1.000
scenario_seeds	baseline	none	+0.00	42	50	1	0	0.983	0	1	0	1	1.000
scenario_seeds	baseline	none	+0.00	43	50	3	3	0.950	2	0	1	0	
scenario_seeds	baseline	none	+0.00	44	50	1	1	0.983	1	0	0	1	1.000
scenario_seeds	baseline	none	+0.00	45	50	4	1	0.933	3	1	0	1	1.000
scenario_seeds	baseline	none	+0.00	46	50	4	2	0.933	2	2	0	2	1.000
scenario_seeds	baseline	none	+0.00	47	50	5	1	0.917	3	2	0	3	1.000
scenario_seeds	baseline	none	+0.00	48	50	4	2	0.933	3	1	0	1	1.000
scenario_seeds	baseline	none	+0.00	49	50	1	0	0.983	0	0	1	0	
scenario_seeds	baseline	none	+0.00	50	50	4	2	0.933	1	3	0	1	1.000
scenario_seeds	famine	none	+0.00	1	50	26	1	0.567	10	16	0	16	1.000
scenario_seeds	famine	none	+0.00	2	50	21	3	0.650	9	12	0	12	1.000
scenario_seeds	famine	none	+0.00	3	50	20	2	0.683	10	9	1	8	1.000
scenario_seeds	famine	none	+0.00	4	50	22	2	0.633	11	11	0	10	1.000
scenario_seeds	famine	none	+0.00	5	50	16	5	0.750	6	10	0	8	0.875
scenario_seeds	famine	none	+0.00	6	50	20	2	0.667	10	10	0	9	1.000
scenario_seeds	famine	none	+0.00	7	50	22	2	0.667	13	7	2	7	1.000
scenario_seeds	famine	none	+0.00	8	50	13	0	0.783	7	6	0	5	1.000
scenario_seeds	famine	none	+0.00	9	50	37	5	0.433	13	24	0	20	1.000
scenario_seeds	famine	none	+0.00	10	50	27	2	0.550	9	18	0	17	1.000
scenario_seeds	famine	none	+0.00	11	50	18	0	0.717	8	10	0	8	0.875
scenario_seeds	famine	none	+0.00	12	50	28	2	0.533	12	16	0	14	1.000
scenario_seeds	famine	none	+0.00	13	50	23	3	0.617	10	13	0	13	1.000
scenario_seeds	famine	none	+0.00	14	50	21	1	0.650	7	14	0	12	1.000
scenario_seeds	famine	none	+0.00	15	50	28	3	0.550	14	14	0	13	0.923
scenario_seeds	famine	none	+0.00	16	50	21	3	0.667	9	12	0	10	0.900
scenario_seeds	famine	none	+0.00	17	50	21	1	0.650	9	12	0	10	1.000
scenario_seeds	famine	none	+0.00	18	50	25	2	0.600	11	13	1	11	1.000
scenario_seeds	famine	none	+0.00	19	50	22	3	0.683	8	14	0	12	1.000
scenario_seeds	famine	none	+0.00	20	50	22	1	0.650	10	12	0	11	1.000
scenario_seeds	famine	none	+0.00	21	50	29	3	0.533	11	18	0	17	1.000
scenario_seeds	famine	none	+0.00	22	50	26	5	0.567	12	14	0	9	1.000
scenario_seeds	famine	none	+0.00	23	50	19	0	0.683	6	13	0	12	1.000
scenario_seeds	famine	none	+0.00	24	50	26	4	0.600	10	15	1	14	0.929
scenario_seeds	famine	none	+0.00	25	50	26	2	0.583	6	20	0	19	0.947
scenario_seeds	famine	none	+0.00	26	50	20	5	0.667	8	12	0	9	1.000
scenario_seeds	famine	none	+0.00	27	50	21	2	0.650	9	12	0	10	1.000
scenario_seeds	famine	none	+0.00	28	50	19	4	0.683	8	11	0	7	1.000
scenario_seeds	famine	none	+0.00	29	50	29	3	0.533	11	18	0	16	1.000
scenario_seeds	famine	none	+0.00	30	50	16	3	0.733	9	7	0	7	1.000
scenario_seeds	famine	none	+0.00	31	50	21	2	0.667	10	11	0	11	0.909
scenario_seeds	famine	none	+0.00	32	50	16	2	0.750	7	8	1	6	1.000
scenario_seeds	famine	none	+0.00	33	50	21	1	0.650	9	12	0	9	1.000
scenario_seeds	famine	none	+0.00	34	50	23	1	0.633	10	13	0	13	1.000
scenario_seeds	famine	none	+0.00	35	50	21	2	0.650	12	9	0	9	1.000
scenario_seeds	famine	none	+0.00	36	50	22	2	0.633	11	11	0	11	1.000
scenario_seeds	famine	none	+0.00	37	50	18	2	0.700	11	7	0	7	1.000
scenario_seeds	famine	none	+0.00	38	50	19	3	0.700	9	10	0	9	0.889
scenario_seeds	famine	none	+0.00	39	50	31	3	0.483	10	21	0	19	1.000
scenario_seeds	famine	none	+0.00	40	50	30	6	0.533	10	20	0	17	1.000
scenario_seeds	famine	none	+0.00	41	50	24	2	0.600	7	17	0	14	1.000
scenario_seeds	famine	none	+0.00	42	50	25	3	0.583	7	18	0	15	1.000
scenario_seeds	famine	none	+0.00	43	50	21	5	0.667	10	11	0	11	0.909
scenario_seeds	famine	none	+0.00	44	50	21	1	0.667	10	11	0	10	1.000
scenario_seeds	famine	none	+0.00	45	50	18	3	0.700	8	10	0	8	1.000
scenario_seeds	famine	none	+0.00	46	50	20	3	0.667	10	10	0	8	1.000
scenario_seeds	famine	none	+0.00	47	50	26	0	0.567	9	17	0	14	1.000
scenario_seeds	famine	none	+0.00	48	50	28	6	0.533	13	15	0	13	1.000
scenario_seeds	famine	none	+0.00	49	50	17	1	0.717	8	9	0	8	1.000
scenario_seeds	famine	none	+0.00	50	50	29	2	0.517	9	20	0	16	1.000
scenario_seeds	miracle_rumor	none	+0.00	1	50	66	1	0.150	0	22	44	22	0.409
scenario_seeds	miracle_rumor	none	+0.00	2	50	65	4	0.217	0	20	45	17	0.235
scenario_seeds	miracle_rumor	none	+0.00	3	50	63	2	0.150	1	17	45	14	0.500
scenario_seeds	miracle_rumor	none	+0.00	4	50	72	2	0.250	0	32	40	28	0.179
scenario_seeds	miracle_rumor	none	+0.00	5	50	67	7	0.283	0	20	47	15	0.133
scenario_seeds	miracle_rumor	none	+0.00	6	50	71	2	0.250	0	26	45	21	0.048
scenario_seeds	miracle_rumor	none	+0.00	7	50	62	7	0.200	0	17	45	15	0.267
scenario_seeds	miracle_rumor	none	+0.00	8	50	62	4	0.183	1	15	46	13	0.308
scenario_seeds	miracle_rumor	none	+0.00	9	50	77	6	0.200	0	35	42	27	0.222
scenario_seeds	miracle_rumor	none	+0.00	10	50	70	1	0.233	0	28	42	23	0.217
scenario_seeds	miracle_rumor	none	+0.00	11	50	63	4	0.167	0	15	48	14	0.286
scenario_seeds	miracle_rumor	none	+0.00	12	50	70	3	0.250	0	26	44	22	0.227
scenario_seeds	miracle_rumor	none	+0.00	13	50	78	5	0.183	0	31	47	20	0.150
scenario_seeds	miracle_rumor	none	+0.00	14	50	71	4	0.233	0	25	46	20	0.150
scenario_seeds	miracle_rumor	none	+0.00	15	50	75	8	0.200	0	33	42	26	0.308
scenario_seeds	miracle_rumor	none	+0.00	16	50	69	5	0.183	0	24	45	20	0.250
scenario_seeds	miracle_rumor	none	+0.00	17	50	70	6	0.167	0	23	47	19	0.158
scenario_seeds	miracle_rumor	none	+0.00	18	50	71	4	0.233	0	27	44	22	0.091
scenario_seeds	miracle_rumor	none	+0.00	19	50	68	2	0.200	0	22	46	20	0.200
scenario_seeds	miracle_rumor	none	+0.00	20	50	63	3	0.233	0	19	44	17	0.176
scenario_seeds	miracle_rumor	none	+0.00	21	50	74	6	0.250	0	30	44	24	0.208
scenario_seeds	miracle_rumor	none	+0.00	22	50	70	6	0.150	0	24	46	16	0.250
scenario_seeds	miracle_rumor	none	+0.00	23	50	74	1	0.200	0	26	48	26	0.154
scenario_seeds	miracle_rumor	none	+0.00	24	50	69	2	0.133	0	25	44	21	0.381
scenario_seeds	miracle_rumor	none	+0.00	25	50	71	6	0.117	0	26	45	21	0.429
scenario_seeds	miracle_rumor	none	+0.00	26	50	73	9	0.150	0	29	44	21	0.381
scenario_seeds	miracle_rumor	none	+0.00	27	50	66	1	0.167	0	21	45	18	0.222
scenario_seeds	miracle_rumor	none	+0.00	28	50	68	6	0.200	0	20	48	16	0.062
scenario_seeds	miracle_rumor	none	+0.00	29	50	65	1	0.250	1	19	45	15	0.067
scenario_seeds	miracle_rumor	none	+0.00	30	50	67	7	0.183	0	21	46	17	0.176
scenario_seeds	miracle_rumor	none	+0.00	31	50	68	2	0.150	0	22	46	21	0.286
scenario_seeds	miracle_rumor	none	+0.00	32	50	72	3	0.167	0	25	47	22	0.182
scenario_seeds	miracle_rumor	none	+0.00	33	50	70	3	0.217	0	25	45	22	0.182
scenario_seeds	miracle_rumor	none	+0.00	34	50	67	2	0.217	0	22	45	17	0.176
scenario_seeds	miracle_rumor	none	+0.00	35	50	62	5	0.217	0	18	44	16	0.312
scenario_seeds	miracle_rumor	none	+0.00	36	50	74	4	0.200	0	27	47	19	0.211
scenario_seeds	miracle_rumor	none	+0.00	37	50	64	3	0.250	0	20	44	17	0.176
scenario_seeds	miracle_rumor	none	+0.00	38	50	60	1	0.183	0	16	44	14	0.357
scenario_seeds	miracle_rumor	none	+0.00	39	50	72	2	0.167	0	26	46	23	0.304
scenario_seeds	miracle_rumor	none	+0.00	40	50	69	3	0.200	0	26	43	22	0.273
scenario_seeds	miracle_rumor	none	+0.00	41	50	71	3	0.183	0	24	47	19	0.158
scenario_seeds	miracle_rumor	none	+0.00	42	50	75	4	0.233	0	29	46	25	0.160
scenario_seeds	miracle_rumor	none	+0.00	43	50	60	8	0.267	0	16	44	14	0.143
scenario_seeds	miracle_rumor	none	+0.00	44	50	64	3	0.250	0	19	45	17	0.118
scenario_seeds	miracle_rumor	none	+0.00	45	50	66	2	0.183	1	18	47	18	0.167
scenario_seeds	miracle_rumor	none	+0.00	46	50	63	3	0.200	0	21	42	19	0.316
scenario_seeds	miracle_rumor	none	+0.00	47	50	71	2	0.150	1	25	45	20	0.300
scenario_seeds	miracle_rumor	none	+0.00	48	50	70	4	0.217	1	24	45	18	0.111
scenario_seeds	miracle_rumor	none	+0.00	49	50	64	2	0.250	0	20	44	17	0.118
scenario_seeds	miracle_rumor	none	+0.00	50	50	71	2	0.217	0	28	43	20	0.200
