sweep	scenario	trait	delta	seed	steps	conversions	syncretisms	retention_rate	conv_to_salvation	conv_to_practical	conv_to_other	early_conversions	early_convert_retention
initial_share_robustness	famine	init_shares	+2.00	2	50	1242	281	0.823	477	698	67	624	0.915
initial_share_robustness	famine	init_shares	+2.00	3	50	1241	294	0.821	482	708	51	639	0.906
initial_share_robustness	famine	init_shares	+2.00	4	50	1174	283	0.831	464	648	62	586	0.915
initial_share_robustness	famine	init_shares	+2.00	5	50	1219	283	0.822	448	713	58	635	0.935
initial_share_robustness	famine	init_shares	+2.00	6	50	1201	238	0.824	457	687	57	622	0.944
initial_share_robustness	famine	init_shares	+2.00	7	50	1318	284	0.808	461	797	60	713	0.934
initial_share_robustness	famine	init_shares	+2.00	8	50	1220	263	0.823	452	712	56	644	0.927
initial_share_robustness	famine	init_shares	+2.00	9	50	1277	261	0.814	480	739	58	657	0.930
initial_share_robustness	famine	init_shares	+2.00	10	50	1213	257	0.826	460	684	69	605	0.919
initial_share_robustness	famine	init_shares	+3.00	1	50	1178	206	0.821	343	739	96	666	0.988
initial_share_robustness	famine	init_shares	+3.00	2	50	1164	226	0.825	353	719	92	648	0.985
initial_share_robustness	famine	init_shares	+3.00	3	50	1213	217	0.817	364	763	86	683	0.988
initial_share_robustness	famine	init_shares	+3.00	4	50	1136	230	0.828	348	693	95	623	0.992
initial_share_robustness	famine	init_shares	+3.00	5	50	1156	200	0.825	329	737	90	672	0.988
initial_share_robustness	famine	init_shares	+3.00	6	50	1130	195	0.829	331	717	82	648	0.994
initial_share_robustness	famine	init_shares	+3.00	7	50	1212	219	0.817	334	794	84	727	0.993
initial_share_robustness	famine	init_shares	+3.00	8	50	1179	204	0.822	336	751	92	681	0.990
initial_share_robustness	famine	init_shares	+3.00	9	50	1216	206	0.816	345	788	83	699	0.986
initial_share_robustness	famine	init_shares	+3.00	10	50	1141	212	0.828	343	713	85	644	0.989
initial_share_robustness	famine	init_shares	+4.00	1	50	1065	235	0.838	408	619	38	566	0.993
initial_share_robustness	famine	init_shares	+4.00	2	50	1120	241	0.832	420	660	40	592	0.981
initial_share_robustness	famine	init_shares	+4.00	3	50	1101	225	0.832	422	648	31	594	0.993
initial_share_robustness	famine	init_shares	+4.00	4	50	1042	230	0.841	411	592	39	529	0.992
initial_share_robustness	famine	init_shares	+4.00	5	50	1077	230	0.835	378	669	30	599	0.992
initial_share_robustness	famine	init_shares	+4.00	6	50	1079	216	0.837	389	642	48	588	0.988
initial_share_robustness	famine	init_shares	+4.00	7	50	1169	265	0.821	397	734	38	657	0.998
initial_share_robustness	famine	init_shares	+4.00	8	50	1100	239	0.833	390	667	43	605	0.990
initial_share_robustness	famine	init_shares	+4.00	9	50	1135	235	0.827	405	686	44	610	0.990
initial_share_robustness	famine	init_shares	+4.00	10	50	1093	218	0.834	404	648	41	577	0.986
