sweep	scenario	trait	delta	seed	steps	conversions	syncretisms	retention_rate	conv_to_salvation	conv_to_practical	conv_to_other	early_conversions	early_convert_retention
authority	baseline	authority_trust	-0.20	25	50	7	2	0.883	2	5	0	2	1.000
authority	baseline	authority_trust	-0.20	26	50	6	2	0.900	3	3	0	2	1.000
authority	baseline	authority_trust	-0.20	27	50	4	1	0.933	0	4	0	3	1.000
authority	baseline	authority_trust	-0.20	28	50	1	1	0.983	0	0	1	1	1.000
authority	baseline	authority_trust	-0.20	29	50	4	1	0.933	2	2	0	0	
authority	baseline	authority_trust	-0.20	30	50	5	3	0.917	3	2	0	1	1.000
authority	baseline	authority_trust	-0.10	1	50	6	3	0.900	3	3	0	1	1.000
authority	baseline	authority_trust	-0.10	2	50	4	3	0.933	2	1	1	0	
authority	baseline	authority_trust	-0.10	3	50	6	2	0.900	3	2	1	2	1.000
authority	baseline	authority_trust	-0.10	4	50	5	4	0.917	1	3	1	3	1.000
authority	baseline	authority_trust	-0.10	5	50	0	0	1.000	0	0	0	0	
authority	baseline	authority_trust	-0.10	6	50	1	1	0.983	1	0	0	0	
authority	baseline	authority_trust	-0.10	7	50	6	3	0.900	1	1	4	1	1.000
authority	baseline	authority_trust	-0.10	8	50	5	0	0.917	1	3	1	1	1.000
authority	baseline	authority_trust	-0.10	9	50	4	2	0.933	1	2	1	3	1.000
authority	baseline	authority_trust	-0.10	10	50	4	1	0.933	2	2	0	1	1.000
authority	baseline	authority_trust	-0.10	11	50	2	0	0.967	0	1	1	0	
authority	baseline	authority_trust	-0.10	12	50	5	3	0.917	2	3	0	2	1.000
authority	baseline	authority_trust	-0.10	13	50	4	3	0.933	2	2	0	2	1.000
authority	baseline	authority_trust	-0.10	14	50	1	0	0.983	0	0	1	0	
authority	baseline	authority_trust	-0.10	15	50	6	4	0.900	3	3	0	3	1.000
authority	baseline	authority_trust	-0.10	16	50	3	2	0.950	1	2	0	0	
authority	baseline	authority_trust	-0.10	17	50	3	1	0.950	1	2	0	2	1.000
authority	baseline	authority_trust	-0.10	18	50	2	2	0.967	1	0	1	0	
authority	baseline	authority_trust	-0.10	19	50	3	2	0.950	1	1	1	3	1.000
authority	baseline	authority_trust	-0.10	20	50	3	2	0.950	0	2	1	2	1.000
authority	baseline	authority_trust	-0.10	21	50	6	4	0.900	3	2	1	1	1.000
authority	baseline	authority_trust	-0.10	22	50	6	2	0.900	3	2	1	3	1.000
authority	baseline	authority_trust	-0.10	23	50	4	1	0.933	0	3	1	1	1.000
authority	baseline	authority_trust	-0.10	24	50	9	4	0.850	1	6	2	3	1.000
authority	baseline	authority_trust	-0.10	25	50	7	2	0.883	2	5	0	2	1.000
authority	baseline	authority_trust	-0.10	26	50	6	2	0.900	3	3	0	2	1.000
authority	baseline	authority_trust	-0.10	27	50	4	0	0.933	0	4	0	3	1.000
authority	baseline	authority_trust	-0.10	28	50	1	1	0.983	0	0	1	1	1.000
authority	baseline	authority_trust	-0.10	29	50	4	1	0.933	2	2	0	0	
authority	baseline	authority_trust	-0.10	30	50	5	3	0.917	3	2	0	2	1.000
authority	baseline	authority_trust	+0.00	1	50	6	3	0.900	3	3	0	1	1.000
authority	baseline	authority_trust	+0.00	2	50	4	3	0.933	2	1	1	0	
authority	baseline	authority_trust	+0.00	3	50	6	2	0.900	3	2	1	2	1.000
authority	baseline	authority_trust	+0.00	4	50	5	4	0.917	1	3	1	3	1.000
authority	baseline	authority_trust	+0.00	5	50	0	0	1.000	0	0	0	0	
authority	baseline	authority_trust	+0.00	6	50	1	1	0.983	1	0	0	0	
authority	baseline	authority_trust	+0.00	7	50	6	3	0.900	1	1	4	1	1.000
authority	baseline	authority_trust	+0.00	8	50	5	0	0.917	1	2	2	1	1.000
authority	baseline	authority_trust	+0.00	9	50	4	2	0.933	1	2	1	3	1.000
authority	baseline	authority_trust	+0.00	10	50	4	1	0.933	2	2	0	1	1.000
authority	baseline	authority_trust	+0.00	11	50	2	0	0.967	0	1	1	0	
authority	baseline	authority_trust	+0.00	12	50	5	3	0.917	2	3	0	2	1.000
authority	baseline	authority_trust	+0.00	13	50	4	3	0.933	2	2	0	2	1.000
authority	baseline	authority_trust	+0.00	14	50	1	0	0.983	0	0	1	0	
authority	baseline	authority_trust	+0.00	15	50	6	4	0.900	3	3	0	3	1.000
authority	baseline	authority_trust	+0.00	16	50	3	2	0.950	1	2	0	0	
authority	baseline	authority_trust	+0.00	17	50	3	1	0.950	1	2	0	2	1.000
authority	baseline	authority_trust	+0.00	18	50	2	2	0.967	1	0	1	0	
authority	baseline	authority_trust	+0.00	19	50	3	3	0.950	1	1	1	2	1.000
authority	baseline	authority_trust	+0.00	20	50	3	2	0.950	0	2	1	2	1.000
authority	baseline	authority_trust	+0.00	21	50	6	4	0.900	3	2	1	1	1.000
authority	baseline	authority_trust	+0.00	22	50	5	2	0.917	3	1	1	3	1.000
authority	baseline	authority_trust	+0.00	23	50	4	1	0.933	0	3	1	1	1.000
authority	baseline	authority_trust	+0.00	24	50	9	4	0.850	1	5	3	3	1.000
authority	baseline	authority_trust	+0.00	25	50	7	2	0.883	2	5	0	2	1.000
authority	baseline	authority_trust	+0.00	26	50	6	2	0.900	3	3	0	2	1.000
authority	baseline	authority_trust	+0.00	27	50	4	1	0.933	0	4	0	3	1.000
authority	baseline	authority_trust	+0.00	28	50	1	1	0.983	0	0	1	1	1.000
authority	baseline	authority_trust	+0.00	29	50	4	1	0.933	2	2	0	0	
authority	baseline	authority_trust	+0.00	30	50	5	3	0.917	3	2	0	2	1.000
authority	baseline	authority_trust	+0.10	1	50	5	3	0.917	3	2	0	1	1.000
authority	baseline	authority_trust	+0.10	2	50	4	3	0.933	2	1	1	0	
authority	baseline	authority_trust	+0.10	3	50	6	2	0.900	3	2	1	2	1.000
authority	baseline	authority_trust	+0.10	4	50	5	4	0.917	1	3	1	3	1.000
authority	baseline	authority_trust	+0.10	5	50	0	0	1.000	0	0	0	0	
authority	baseline	authority_trust	+0.10	6	50	1	1	0.983	1	0	0	0	
authority	baseline	authority_trust	+0.10	7	50	6	3	0.900	1	1	4	1	1.000
authority	baseline	authority_trust	+0.10	8	50	5	0	0.917	1	2	2	1	1.000
authority	baseline	authority_trust	+0.10	9	50	4	2	0.933	1	2	1	3	1.000
authority	baseline	authority_trust	+0.10	10	50	4	1	0.933	2	2	0	1	1.000
authority	baseline	authority_trust	+0.10	11	50	2	0	0.967	0	1	1	0	
authority	baseline	authority_trust	+0.10	12	50	5	3	0.917	2	3	0	2	1.000
authority	baseline	authority_trust	+0.10	13	50	4	3	0.933	2	2	0	2	1.000
authority	baseline	authority_trust	+0.10	14	50	1	0	0.983	0	0	1	0	
authority	baseline	authority_trust	+0.10	15	50	6	4	0.900	3	3	0	3	1.000
authority	baseline	authority_trust	+0.10	16	50	3	2	0.950	1	2	0	0	
authority	baseline	authority_trust	+0.10	17	50	3	1	0.950	1	2	0	2	1.000
authority	baseline	authority_trust	+0.10	18	50	2	2	0.967	1	0	1	0	
authority	baseline	authority_trust	+0.10	19	50	3	3	0.950	1	1	1	2	1.000
authority	baseline	authority_trust	+0.10	20	50	3	2	0.950	0	2	1	2	1.000
authority	baseline	authority_trust	+0.10	21	50	6	4	0.900	3	2	1	1	1.000
authority	baseline	authority_trust	+0.10	22	50	5	2	0.917	3	1	1	3	1.000
authority	baseline	authority_trust	+0.10	23	50	4	1	0.933	0	3	1	1	1.000
authority	baseline	authority_trust	+0.10	24	50	9	4	0.850	1	5	3	3	1.000
authority	baseline	authority_trust	+0.10	25	50	7	2	0.883	2	5	0	2	1.000
authority	baseline	authority_trust	+0.10	26	50	6	2	0.900	3	3	0	2	1.000
authority	baseline	authority_trust	+0.10	27	50	4	1	0.933	0	4	0	3	1.000
authority	baseline	authority_trust	+0.10	28	50	1	1	0.983	0	0	1	1	1.000
authority	baseline	authority_trust	+0.10	29	50	4	1	0.933	2	2	0	0	
authority	baseline	authority_trust	+0.10	30	50	5	3	0.917	3	2	0	2	1.000
authority	baseline	authority_trust	+0.20	1	50	5	3	0.917	3	2	0	1	1.000
authority	baseline	authority_trust	+0.20	2	50	4	3	0.933	2	1	1	0	
authority	baseline	authority_trust	+0.20	3	50	6	2	0.900	3	2	1	2	1.000
authority	baseline	authority_trust	+0.20	4	50	5	4	0.917	1	3	1	3	1.000
authority	baseline	authority_trust	+0.20	5	50	0	0	1.000	0	0	0	0	
authority	baseline	authority_trust	+0.20	6	50	1	1	0.983	1	0	0	0	
authority	baseline	authority_trust	+0.20	7	50	6	3	0.900	1	1	4	1	1.000
authority	baseline	authority_trust	+0.20	8	50	5	0	0.917	1	2	2	1	1.000
authority	baseline	authority_trust	+0.20	9	50	4	2	0.933	1	2	1	3	1.000
authority	baseline	authority_trust	+0.20	10	50	4	1	0.933	2	2	0	1	1.000
authority	baseline	authority_trust	+0.20	11	50	2	0	0.967	0	1	1	0	
authority	baseline	authority_trust	+0.20	12	50	5	3	0.917	2	3	0	2	1.000
authority	baseline	authority_trust	+0.20	13	50	4	3	0.933	2	2	0	2	1.000
authority	baseline	authority_trust	+0.20	14	50	1	0	0.983	0	0	1	0	
authority	baseline	authority_trust	+0.20	15	50	6	4	0.900	3	3	0	3	1.000
authority	baseline	authority_trust	+0.20	16	50	3	2	0.950	1	2	0	0	
authority	baseline	authority_trust	+0.20	17	50	3	1	0.950	1	2	0	2	1.000
authority	baseline	authority_trust	+0.20	18	50	2	2	0.967	1	0	1	0	
authority	baseline	authority_trust	+0.20	19	50	3	3	0.950	1	1	1	3	1.000
authority	baseline	authority_trust	+0.20	20	50	3	2	0.950	0	2	1	2	1.000
authority	baseline	authority_trust	+0.20	21	50	6	4	0.900	3	2	1	1	1.000
authority	baseline	authority_trust	+0.20	22	50	5	2	0.917	3	1	1	3	1.000
authority	baseline	authority_trust	+0.20	23	50	4	1	0.933	0	3	1	1	1.000
authority	baseline	authority_trust	+0.20	24	50	9	4	0.850	1	5	3	3	1.000
authority	baseline	authority_trust	+0.20	25	50	7	2	0.883	2	5	0	2	1.000
authority	baseline	authority_trust	+0.20	26	50	6	2	0.900	3	3	0	2	1.000
authority	baseline	authority_trust	+0.20	27	50	4	2	0.933	0	3	1	3	1.000
authority	baseline	authority_trust	+0.20	28	50	1	1	0.983	0	0	1	1	1.000
authority	baseline	authority_trust	+0.20	29	50	4	1	0.933	2	2	0	0	
authority	baseline	authority_trust	+0.20	30	50	5	3	0.917	3	2	0	2	1.000
authority	miracle_rumor	authority_trust	-0.20	1	50	54	4	0.217	0	22	32	22	0.773
authority	miracle_rumor	authority_trust	-0.20	2	50	59	8	0.200	0	20	39	17	0.588
authority	miracle_rumor	authority_trust	-0.20	3	50	59	4	0.150	1	17	41	14	0.643
authority	miracle_rumor	authority_trust	-0.20	4	50	49	5	0.267	0	32	17	28	0.857
authority	miracle_rumor	authority_trust	-0.20	5	50	60	5	0.333	0	20	40	15	0.333
authority	miracle_rumor	authority_trust	-0.20	6	50	46	4	0.300	0	26	20	21	0.857
authority	miracle_rumor	authority_trust	-0.20	7	50	55	6	0.217	0	17	38	15	0.667
authority	miracle_rumor	authority_trust	-0.20	8	50	57	3	0.200	1	15	41	13	0.615
authority	miracle_rumor	authority_trust	-0.20	9	50	47	4	0.283	0	35	12	27	0.963
authority	miracle_rumor	authority_trust	-0.20	10	50	52	2	0.250	0	28	24	23	0.870
authority	miracle_rumor	authority_trust	-0.20	11	50	58	7	0.200	0	15	43	14	0.500
authority	miracle_rumor	authority_trust	-0.20	12	50	61	3	0.300	0	26	35	22	0.500
authority	miracle_rumor	authority_trust	-0.20	13	50	56	10	0.217	0	31	25	20	0.800
authority	miracle_rumor	authority_trust	-0.20	14	50	59	9	0.233	0	25	34	20	0.600
authority	miracle_rumor	authority_trust	-0.20	15	50	54	8	0.183	0	33	21	26	0.962
authority	miracle_rumor	authority_trust	-0.20	16	50	53	10	0.233	0	24	29	20	0.800
authority	miracle_rumor	authority_trust	-0.20	17	50	62	6	0.200	0	23	39	19	0.474
authority	miracle_rumor	authority_trust	-0.20	18	50	57	5	0.267	0	27	30	22	0.636
authority	miracle_rumor	authority_trust	-0.20	19	50	55	4	0.250	0	22	33	20	0.600
authority	miracle_rumor	authority_trust	-0.20	20	50	48	6	0.267	0	19	29	17	0.882
authority	miracle_rumor	authority_trust	-0.20	21	50	53	5	0.267	0	30	23	24	0.833
authority	miracle_rumor	authority_trust	-0.20	22	50	62	6	0.183	0	24	38	16	0.562
authority	miracle_rumor	authority_trust	-0.20	23	50	53	6	0.183	0	26	27	26	0.846
authority	miracle_rumor	authority_trust	-0.20	24	50	62	3	0.133	0	25	37	21	0.667
authority	miracle_rumor	authority_trust	-0.20	25	50	53	6	0.267	0	26	27	21	0.762
authority	miracle_rumor	authority_trust	-0.20	26	50	65	14	0.150	0	29	36	21	0.667
authority	miracle_rumor	authority_trust	-0.20	27	50	54	3	0.233	0	21	33	18	0.667
authority	miracle_rumor	authority_trust	-0.20	28	50	48	5	0.283	0	20	28	16	0.875
authority	miracle_rumor	authority_trust	-0.20	29	50	51	6	0.250	1	19	31	15	0.800
authority	miracle_rumor	authority_trust	-0.20	30	50	59	8	0.200	0	21	38	17	0.588
authority	miracle_rumor	authority_trust	-0.10	1	50	65	2	0.150	0	22	43	22	0.455
authority	miracle_rumor	authority_trust	-0.10	2	50	64	4	0.217	0	20	44	17	0.294
authority	miracle_rumor	authority_trust	-0.10	3	50	60	2	0.133	1	17	42	14	0.643
authority	miracle_rumor	authority_trust	-0.10	4	50	72	3	0.250	0	32	40	28	0.179
authority	miracle_rumor	authority_trust	-0.10	5	50	63	4	0.317	0	20	43	15	0.200
authority	miracle_rumor	authority_trust	-0.10	6	50	68	3	0.250	0	26	42	21	0.190
authority	miracle_rumor	authority_trust	-0.10	7	50	60	7	0.200	0	17	43	15	0.400
authority	miracle_rumor	authority_trust	-0.10	8	50	59	3	0.183	1	15	43	13	0.538
authority	miracle_rumor	authority_trust	-0.10	9	50	56	3	0.233	0	35	21	27	0.815
authority	miracle_rumor	authority_trust	-0.10	10	50	69	2	0.233	0	28	41	23	0.261
authority	miracle_rumor	authority_trust	-0.10	11	50	60	2	0.183	0	15	45	14	0.429
authority	miracle_rumor	authority_trust	-0.10	12	50	66	4	0.283	0	26	40	22	0.318
authority	miracle_rumor	authority_trust	-0.10	13	50	75	3	0.183	0	31	44	20	0.300
authority	miracle_rumor	authority_trust	-0.10	14	50	69	3	0.233	0	25	44	20	0.250
authority	miracle_rumor	authority_trust	-0.10	15	50	72	8	0.200	0	33	39	26	0.423
authority	miracle_rumor	authority_trust	-0.10	16	50	68	7	0.183	0	24	44	20	0.300
authority	miracle_rumor	authority_trust	-0.10	17	50	66	6	0.200	0	23	43	19	0.263
authority	miracle_rumor	authority_trust	-0.10	18	50	68	6	0.233	0	27	41	22	0.227
authority	miracle_rumor	authority_trust	-0.10	19	50	63	2	0.217	0	22	41	20	0.350
authority	miracle_rumor	authority_trust	-0.10	20	50	61	3	0.250	0	19	42	17	0.235
authority	miracle_rumor	authority_trust	-0.10	21	50	69	6	0.250	0	30	39	24	0.375
authority	miracle_rumor	authority_trust	-0.10	22	50	68	7	0.167	0	24	44	16	0.312
authority	miracle_rumor	authority_trust	-0.10	23	50	70	3	0.233	0	26	44	26	0.231
authority	miracle_rumor	authority_trust	-0.10	24	50	69	5	0.133	0	25	44	21	0.381
authority	miracle_rumor	authority_trust	-0.10	25	50	66	4	0.150	0	26	40	21	0.524
authority	miracle_rumor	authority_trust	-0.10	26	50	70	8	0.150	0	29	41	21	0.524
authority	miracle_rumor	authority_trust	-0.10	27	50	64	4	0.200	0	21	43	18	0.222
authority	miracle_rumor	authority_trust	-0.10	28	50	61	10	0.217	0	20	41	16	0.375
authority	miracle_rumor	authority_trust	-0.10	29	50	62	0	0.267	1	19	42	15	0.200
authority	miracle_rumor	authority_trust	-0.10	30	50	65	8	0.200	0	21	44	17	0.235
authority	miracle_rumor	authority_trust	+0.00	1	50	66	1	0.150	0	22	44	22	0.409
authority	miracle_rumor	authority_trust	+0.00	2	50	65	4	0.217	0	20	45	17	0.235
authority	miracle_rumor	authority_trust	+0.00	3	50	63	2	0.150	1	17	45	14	0.500
authority	miracle_rumor	authority_trust	+0.00	4	50	72	2	0.250	0	32	40	28	0.179
authority	miracle_rumor	authority_trust	+0.00	5	50	67	7	0.283	0	20	47	15	0.133
authority	miracle_rumor	authority_trust	+0.00	6	50	71	2	0.250	0	26	45	21	0.048
authority	miracle_rumor	authority_trust	+0.00	7	50	62	7	0.200	0	17	45	15	0.267
authority	miracle_rumor	authority_trust	+0.00	8	50	62	4	0.183	1	15	46	13	0.308
authority	miracle_rumor	authority_trust	+0.00	9	50	77	6	0.200	0	35	42	27	0.222
authority	miracle_rumor	authority_trust	+0.00	10	50	70	1	0.233	0	28	42	23	0.217
authority	miracle_rumor	authority_trust	+0.00	11	50	63	4	0.167	0	15	48	14	0.286
authority	miracle_rumor	authority_trust	+0.00	12	50	70	3	0.250	0	26	44	22	0.227
authority	miracle_rumor	authority_trust	+0.00	13	50	78	5	0.183	0	31	47	20	0.150
authority	miracle_rumor	authority_trust	+0.00	14	50	71	4	0.233	0	25	46	20	0.150
authority	miracle_rumor	authority_trust	+0.00	15	50	75	8	0.200	0	33	42	26	0.308
authority	miracle_rumor	authority_trust	+0.00	16	50	69	5	0.183	0	24	45	20	0.250
authority	miracle_rumor	authority_trust	+0.00	17	50	70	6	0.167	0	23	47	19	0.158
authority	miracle_rumor	authority_trust	+0.00	18	50	71	4	0.233	0	27	44	22	0.091
authority	miracle_rumor	authority_trust	+0.00	19	50	68	2	0.200	0	22	46	20	0.200
authority	miracle_rumor	authority_trust	+0.00	20	50	63	3	0.233	0	19	44	17	0.176
authority	miracle_rumor	authority_trust	+0.00	21	50	74	6	0.250	0	30	44	24	0.208
authority	miracle_rumor	authority_trust	+0.00	22	50	70	6	0.150	0	24	46	16	0.250
authority	miracle_rumor	authority_trust	+0.00	23	50	74	1	0.200	0	26	48	26	0.154
authority	miracle_rumor	authority_trust	+0.00	24	50	69	2	0.133	0	25	44	21	0.381
authority	miracle_rumor	authority_trust	+0.00	25	50	71	6	0.117	0	26	45	21	0.429
authority	miracle_rumor	authority_trust	+0.00	26	50	73	9	0.150	0	29	44	21	0.381
authority	miracle_rumor	authority_trust	+0.00	27	50	66	1	0.167	0	21	45	18	0.222
authority	miracle_rumor	authority_trust	+0.00	28	50	68	6	0.200	0	20	48	16	0.062
authority	miracle_rumor	authority_trust	+0.00	29	50	65	1	0.250	1	19	45	15	0.067
authority	miracle_rumor	authority_trust	+0.00	30	50	67	7	0.183	0	21	46	17	0.176
authority	miracle_rumor	authority_trust	+0.10	1	50	71	1	0.117	0	22	49	22	0.273
authority	miracle_rumor	authority_trust	+0.10	2	50	71	3	0.167	0	20	51	17	0.059
authority	miracle_rumor	authority_trust	+0.10	3	50	67	3	0.117	1	17	49	14	0.286
authority	miracle_rumor	authority_trust	+0.10	4	50	77	3	0.200	0	32	45	28	0.107
authority	miracle_rumor	authority_trust	+0.10	5	50	71	4	0.250	0	20	51	15	0.000
authority	miracle_rumor	authority_trust	+0.10	6	50	74	2	0.200	0	26	48	21	0.048
authority	miracle_rumor	authority_trust	+0.10	7	50	65	6	0.167	0	17	48	15	0.200
authority	miracle_rumor	authority_trust	+0.10	8	50	66	3	0.117	1	15	50	13	0.308
authority	miracle_rumor	authority_trust	+0.10	9	50	83	6	0.167	0	35	48	27	0.074
authority	miracle_rumor	authority_trust	+0.10	10	50	75	0	0.200	0	28	47	23	0.087
authority	miracle_rumor	authority_trust	+0.10	11	50	67	2	0.133	0	15	52	14	0.143
authority	miracle_rumor	authority_trust	+0.10	12	50	73	4	0.233	0	26	47	22	0.136
authority	miracle_rumor	authority_trust	+0.10	13	50	82	4	0.167	0	31	51	20	0.000
authority	miracle_rumor	authority_trust	+0.10	14	50	75	3	0.183	0	25	50	20	0.100
authority	miracle_rumor	authority_trust	+0.10	15	50	82	8	0.183	0	33	49	26	0.115
authority	miracle_rumor	authority_trust	+0.10	16	50	75	5	0.117	0	24	51	20	0.150
authority	miracle_rumor	authority_trust	+0.10	17	50	71	3	0.167	0	23	48	19	0.105
authority	miracle_rumor	authority_trust	+0.10	18	50	77	3	0.183	0	27	50	22	0.045
authority	miracle_rumor	authority_trust	+0.10	19	50	72	1	0.167	0	22	50	20	0.100
authority	miracle_rumor	authority_trust	+0.10	20	50	68	3	0.183	0	19	49	17	0.059
authority	miracle_rumor	authority_trust	+0.10	21	50	75	5	0.250	0	30	45	24	0.167
authority	miracle_rumor	authority_trust	+0.10	22	50	75	5	0.117	0	24	51	16	0.188
authority	miracle_rumor	authority_trust	+0.10	23	50	75	0	0.183	0	26	49	26	0.154
authority	miracle_rumor	authority_trust	+0.10	24	50	71	2	0.117	0	25	46	21	0.333
authority	miracle_rumor	authority_trust	+0.10	25	50	78	3	0.117	0	26	52	21	0.095
authority	miracle_rumor	authority_trust	+0.10	26	50	75	7	0.133	0	29	46	21	0.333
authority	miracle_rumor	authority_trust	+0.10	27	50	70	2	0.133	0	21	49	18	0.167
authority	miracle_rumor	authority_trust	+0.10	28	50	73	6	0.133	0	20	53	16	0.000
authority	miracle_rumor	authority_trust	+0.10	29	50	70	2	0.167	1	19	50	15	0.067
authority	miracle_rumor	authority_trust	+0.10	30	50	68	5	0.183	0	21	47	17	0.118
authority	miracle_rumor	authority_trust	+0.20	1	50	78	2	0.083	0	22	56	22	0.045
authority	miracle_rumor	authority_trust	+0.20	2	50	75	4	0.117	0	20	55	17	0.000
authority	miracle_rumor	authority_trust	+0.20	3	50	73	3	0.083	1	17	55	14	0.000
authority	miracle_rumor	authority_trust	+0.20	4	50	84	4	0.133	0	32	52	28	0.036
authority	miracle_rumor	authority_trust	+0.20	5	50	73	4	0.217	0	20	53	15	0.000
authority	miracle_rumor	authority_trust	+0.20	6	50	79	3	0.133	0	26	53	21	0.000
authority	miracle_rumor	authority_trust	+0.20	7	50	73	4	0.067	0	17	56	15	0.067
authority	miracle_rumor	authority_trust	+0.20	8	50	69	2	0.083	1	15	53	13	0.231
authority	miracle_rumor	authority_trust	+0.20	9	50	87	3	0.117	0	35	52	27	0.037
authority	miracle_rumor	authority_trust	+0.20	10	50	83	0	0.100	0	28	55	23	0.000
authority	miracle_rumor	authority_trust	+0.20	11	50	73	4	0.067	0	15	58	14	0.000
authority	miracle_rumor	authority_trust	+0.20	12	50	79	2	0.183	0	26	53	22	0.000
authority	miracle_rumor	authority_trust	+0.20	13	50	85	4	0.117	0	31	54	20	0.000
authority	miracle_rumor	authority_trust	+0.20	14	50	79	4	0.150	0	25	54	20	0.000
authority	miracle_rumor	authority_trust	+0.20	15	50	86	7	0.150	0	33	53	26	0.038
authority	miracle_rumor	authority_trust	+0.20	16	50	80	4	0.083	0	24	56	20	0.000
authority	miracle_rumor	authority_trust	+0.20	17	50	76	4	0.100	0	23	53	19	0.053
authority	miracle_rumor	authority_trust	+0.20	18	50	81	6	0.133	0	27	54	22	0.000
authority	miracle_rumor	authority_trust	+0.20	19	50	78	1	0.083	0	22	56	20	0.050
authority	miracle_rumor	authority_trust	+0.20	20	50	70	3	0.167	0	19	51	17	0.000
authority	miracle_rumor	authority_trust	+0.20	21	50	80	5	0.200	0	30	50	24	0.083
authority	miracle_rumor	authority_trust	+0.20	22	50	79	6	0.100	0	24	55	16	0.000
authority	miracle_rumor	authority_trust	+0.20	23	50	79	3	0.133	0	26	53	26	0.115
authority	miracle_rumor	authority_trust	+0.20	24	50	74	4	0.117	0	25	49	21	0.238
authority	miracle_rumor	authority_trust	+0.20	25	50	81	3	0.100	0	26	55	21	0.000
authority	miracle_rumor	authority_trust	+0.20	26	50	83	8	0.083	0	29	54	21	0.095
authority	miracle_rumor	authority_trust	+0.20	27	50	73	3	0.100	0	21	52	18	0.111
authority	miracle_rumor	authority_trust	+0.20	28	50	75	5	0.100	0	20	55	16	0.000
authority	miracle_rumor	authority_trust	+0.20	29	50	73	0	0.150	1	19	53	15	0.000
authority	miracle_rumor	authority_trust	+0.20	30	50	76	5	0.083	0	21	55	17	0.059
